date,600036_600519,600036_002475,600036_600276,600036_601088,600519_002475,600519_600276,600519_601088,002475_600276,002475_601088,600276_601088
2020-05-08,0.7050011819990317,0.5132716164531677,0.5155079813742522,0.7140502422052414,0.5173842123485708,0.7003838438366322,0.5684446300993503,0.32035087253437966,0.360954232172332,0.5173852632148934
2020-05-11,0.7028967892414821,0.5073113434432144,0.4968330914660846,0.7116065088278551,0.5014167520483983,0.6712419859037685,0.5576928891299362,0.30965712564956754,0.34281403236001956,0.49037012430242843
2020-05-12,0.6996657946146744,0.5007343021644975,0.4926240796121561,0.7063767246718413,0.5015878993507065,0.6878003009133187,0.5585365727782281,0.3277462171599174,0.3452327954348314,0.5000833180972224
2020-05-13,0.6986598241497587,0.4939896673716579,0.48996573172031593,0.7060790733717163,0.4946550770385798,0.6864508697453888,0.5580264966782341,0.3209807378012525,0.33795937342770455,0.49955982975510155
2020-05-14,0.7054506557151291,0.49621619020481517,0.47540478484090376,0.7012329474003756,0.4973548417770248,0.6757113993091757,0.5622221078738616,0.31425544610995815,0.33785970503017415,0.49767114725931466
2020-05-15,0.7056749240462438,0.4895674794641424,0.46816571917238586,0.695157714888863,0.5014796743369537,0.6788093494040068,0.5512313142263545,0.3131911391929679,0.3248300948995651,0.47290714092576464
2020-05-18,0.6962687048457775,0.47961156246829395,0.4575083553026015,0.6934229593352271,0.45685594735895646,0.6832495466947912,0.5446648784039461,0.27140775876272644,0.3149245672552305,0.4650169610712536
2020-05-19,0.6933632376996717,0.4852998388563833,0.45838086816904877,0.6939534345746741,0.4516066554326509,0.6881774793056793,0.5307740889750593,0.2759269431591351,0.3299936768462252,0.4599033494232911
2020-05-20,0.6887281576424353,0.4754971367725315,0.45274311896506886,0.6842451594610898,0.44119979300670964,0.6861609857391842,0.526174697508568,0.26751814839525634,0.3235308622132741,0.456817442800273
2020-05-21,0.6874687518700312,0.4795765182469462,0.44967659008517,0.6822802471315552,0.44373253374325566,0.6859406995612901,0.5206816704802054,0.2679427930880714,0.3241576524140315,0.4451023708126793
2020-05-22,0.6965921548778101,0.49657332463353326,0.4697252017881288,0.68685312313246,0.469667232808101,0.6946531348095036,0.5271564397631242,0.29433919032696404,0.3405157828787704,0.45511724059292435
2020-05-25,0.6700351143441682,0.49857389281270187,0.4575272551474232,0.669609751357628,0.4643383279722832,0.6993292750276977,0.5270997637744699,0.29118548830512786,0.3411288999704263,0.46187559104732717
2020-05-26,0.6665192414554539,0.5267057117871676,0.4678173990536391,0.6680234582493644,0.4567970074994486,0.6986106373289487,0.5327402226210894,0.27226142788107044,0.3738502893496312,0.4812299824383856
2020-05-27,0.6597418404954318,0.5299348779183863,0.46219772153951405,0.6626856121186775,0.4691314965176712,0.7033493080865417,0.5032494839742372,0.2854505228724278,0.34738640654272124,0.4476974413093984
2020-05-28,0.639946325989214,0.5490251046651847,0.41192811643131105,0.6416603365125972,0.49808377727848374,0.6827143140781797,0.48216142977713244,0.31285437881699185,0.3718381132420514,0.4185848425884962
2020-05-29,0.6247583629663079,0.5444374326091523,0.40634040929003795,0.6434336609362137,0.4942035982871677,0.6793346745248712,0.45851155635250884,0.3097954331376987,0.3700839360163747,0.4166215059694793
2020-06-01,0.6484754105451318,0.5640006331355412,0.43290028302476125,0.6508578198322658,0.5319199748407686,0.6760468191315837,0.460377058057256,0.341512707111271,0.38386140317001705,0.416137979094643
2020-06-02,0.6437982243112423,0.5775295394037618,0.43487905728207243,0.651118553470384,0.5489361054289841,0.6799725018330726,0.4626300555981167,0.33834273574320983,0.38512039111847796,0.41555032028943545
2020-06-03,0.6184120220560115,0.6033888949478927,0.39055155903712674,0.6389801764399802,0.5480709072924125,0.6608021208169235,0.43559645434355554,0.3515963148544995,0.40071824014751156,0.38726219343695134
2020-06-04,0.6121779298490162,0.6099516064217179,0.3980145749488034,0.6269559820091971,0.5500488568346895,0.6684198293807216,0.4200030051846621,0.34721273127951463,0.4058337890502122,0.3797336424906438
2020-06-05,0.5864520858538983,0.584514184257059,0.35940950737014343,0.604076532490995,0.5203161113009562,0.6449508500930473,0.3776472437674398,0.30841044566292414,0.3645844403163846,0.3355895316204031
2020-06-08,0.5672038166086952,0.5727263060723504,0.3311221766044806,0.6026424158839515,0.49897137265965896,0.6454068150454207,0.33482365845293266,0.2966563425346599,0.33422612050493383,0.29024963456374886
2020-06-09,0.5661020083158252,0.5704148601710205,0.31401784736072885,0.589070083464749,0.5012119267126623,0.6411305071215398,0.3354423478255726,0.2850816321569821,0.32877916469150914,0.3074154904666174
2020-06-10,0.5635149835549073,0.5502057630106572,0.3020828530547784,0.5871145414988148,0.4901715136568037,0.6277466504971806,0.3234839108115692,0.29135023809202326,0.2930659292106276,0.2784397120941157
2020-06-11,0.5617189678437976,0.5430046131530027,0.28522010131832776,0.5918010938579223,0.48722840668837486,0.6134993334024352,0.32498951812362453,0.28925814929918536,0.2862720603523987,0.2648765969063297
2020-06-12,0.5015626686011647,0.46700265809485064,0.2153465486660037,0.6133971933273465,0.40890305921608816,0.5832439513387218,0.3206503430281755,0.2106947505797457,0.28993673668174863,0.2519699070237536
2020-06-15,0.5336447419137644,0.47949077523403333,0.2425181647069613,0.6349823072187816,0.40604009592672247,0.5900360426075845,0.3371754612619149,0.2123670056111917,0.29269944980113477,0.2672540147548144
2020-06-16,0.5074170996410733,0.48705096970330325,0.24978758919785127,0.6298108128775449,0.4169582815528258,0.6005395007204428,0.32510069163596433,0.22651405523951387,0.28994751830865706,0.2601738135584958
2020-06-17,0.4950930232161531,0.5049284578032674,0.19910621093610248,0.564215676391338,0.4135206345878922,0.575803048245408,0.2937161382652402,0.22104789418855036,0.2954563672184771,0.21655311815460995
2020-06-18,0.4358986566397233,0.4886802034053511,0.1935312828580023,0.5838085734752684,0.40001901852339616,0.5788113744809628,0.28935567620889013,0.19865705395442831,0.30553354966847207,0.2060490131485785
2020-06-19,0.4049540655306305,0.4342135119886298,0.22986443306598975,0.5852227243153151,0.35712498042632684,0.6274644200072078,0.2774473773425054,0.27557063745536703,0.3023385224373986,0.21097676881219654
2020-06-22,0.34981897338497514,0.4167935676332462,0.1563889743802533,0.5113132084280875,0.33978953114801774,0.6029295993535244,0.1927602263270081,0.26079109933150496,0.2800325124960673,0.11688858580353391
2020-06-23,0.31057352990496745,0.344155838976627,0.09227294161544625,0.5177314233758321,0.3230852015766647,0.5921536366132448,0.1683910372649211,0.19919249621319704,0.2642911626489608,0.09937145035668168
2020-06-24,0.3176696575499377,0.3574636780917444,0.06317803387650095,0.5119707234594596,0.29788486231320205,0.6139103803925621,0.20083867184084095,0.22639413527923433,0.31166996909573086,0.08431726744219144
2020-06-29,0.31925772057789525,0.3644123795510912,0.06935793044621065,0.5290687729290882,0.302999718640474,0.6136718930076225,0.19900002052530108,0.23698783980182547,0.35239586099116416,0.09437013273507196
2020-06-30,0.3170553555257329,0.36103787250321007,0.0680886484695715,0.5454573144880506,0.289523361559067,0.6129997610158702,0.21998136458027787,0.22934306086232026,0.3278433312996697,0.10483466482117117
2020-07-01,0.3870002637311501,0.34077979844891704,0.040677471150982476,0.5693859211281658,0.3079537523637539,0.5869575422335941,0.31831496832764805,0.23361511751890884,0.3127225783251048,0.08998030150397858
2020-07-02,0.39903870361209076,0.3326316147432198,0.02950813948537185,0.5771232318499429,0.2891496619235116,0.5596102436432957,0.34530122065138275,0.2494643002180347,0.2992540192755233,0.059140958027152156
2020-07-03,0.35817258132159524,0.2803682355131568,0.03340510563724184,0.6355925358536756,0.2328121346377238,0.5472792915179439,0.2599723618058306,0.22061447352701055,0.20067437309075584,0.05028607512100144
2020-07-06,0.4407308791087935,0.3036348644401409,0.08299963125356663,0.7338146523569632,0.254644398363493,0.5635544197694881,0.34867888582538875,0.2474498359735429,0.23801524000099297,0.0918817128286427
2020-07-07,0.43489023128175985,0.30867410611629587,0.09853830747091089,0.7326810782281993,0.2782732664009455,0.6053001418927573,0.3239419355092307,0.2670810507420177,0.23720542665531694,0.08988872744344924
2020-07-08,0.4379918504134233,0.29997657795841987,0.096479116968801,0.7346931499645175,0.27228856194827467,0.6046075158572782,0.32686862745569817,0.26411267074941075,0.23338392387641843,0.09109938201058843
2020-07-09,0.4256759483859577,0.30069911925160653,0.0869935241965905,0.7202122756905448,0.2653665634827894,0.6206421168673156,0.32646623324447227,0.289998326119911,0.22187467276789968,0.10885912568107806
2020-07-10,0.4150951744108711,0.29847758209869507,0.0704226165429623,0.7398832773865707,0.2707392044116569,0.6204266339708776,0.31813990853493845,0.2798385139871195,0.218264024245245,0.0898816496965508
2020-07-13,0.39607721039930266,0.28284508255951885,0.07088201089030075,0.7377987211671004,0.31229063239951865,0.6040913813721807,0.31934763816277917,0.27515149169613223,0.22226484069117686,0.0905329169020699
2020-07-14,0.40179781885809995,0.27933445067376483,0.07460907880907597,0.7333238739593838,0.3141191421724916,0.6069646844547062,0.31669835685750025,0.2729923729376009,0.20912205636041797,0.08447211973789945
2020-07-15,0.4084002363934894,0.2956926334501985,0.02722166448625614,0.7371643496696904,0.3253065864807609,0.5514894580604804,0.3263348110640698,0.19038766930981688,0.2321204317957883,0.021223087896442033
2020-07-16,0.36966302001228385,0.2963231292326646,0.04890378568836717,0.7355392280888744,0.4431479451505139,0.657130363470169,0.3855962769338005,0.30690377368050054,0.28734255625682376,0.11417669518166809
2020-07-17,0.3636497692004156,0.29937705458025904,0.057596287283136954,0.7330908507619457,0.4489095772456838,0.666581842743579,0.37775244921274137,0.3054864901907826,0.27473117533185243,0.11604352244335811
2020-07-20,0.34185717046321284,0.2945597678797464,0.0548932379473583,0.7443022801990233,0.44735633325631197,0.6652126809651588,0.3373169271529706,0.3053884718465378,0.26365002030944995,0.1079880233550722
2020-07-21,0.3259334916706942,0.2891906170824278,0.03330369473485409,0.7571010702574653,0.43068241721936784,0.6629884230723653,0.2987040642944518,0.28847911723431596,0.2379739704852279,0.07197640936248832
2020-07-22,0.33139431563254673,0.28295552087964,0.034943491718493196,0.7590883655641044,0.4382270453009646,0.6568100430507804,0.30508616662862426,0.2883796740459719,0.2302596944216318,0.07525129864811503
2020-07-23,0.3339154506666989,0.2842215984896862,0.03577552767067255,0.7628048198458993,0.4411465499371157,0.6623140676870566,0.3084957285157409,0.2823172201617548,0.2294806879127562,0.07171908790105982
2020-07-24,0.36941536661624164,0.3231382649030714,0.08570919012391824,0.7677893181854432,0.5055113608330677,0.6961321256326843,0.3330956005564711,0.35438822610378595,0.2581627182806644,0.1051611898291515
2020-07-27,0.3510573512212473,0.32540183611525997,0.07616848854958616,0.768072668307795,0.4968684716716039,0.6947642095857003,0.32903623223072576,0.3511301341292549,0.2549322934164705,0.10254571984274759
2020-07-28,0.35542885358145043,0.3296364819477873,0.0741473275747892,0.7678508281190225,0.5371294364687306,0.6749303514461069,0.32709856663339876,0.3542561966101342,0.2589215697728726,0.10207737152613286
2020-07-29,0.371047748123104,0.33745369562911404,0.1218833954396367,0.7635036784740158,0.5347797770630724,0.6757480121251473,0.33563947864896887,0.3680031916347046,0.259219877490146,0.12962376385392174
2020-07-30,0.3712453207620788,0.3441470818447122,0.1288009623486061,0.7706569320879293,0.5403000967292195,0.6728735692954702,0.34697825183537684,0.37779396065985066,0.26093291701413357,0.14371249351124252
2020-07-31,0.3864221248011391,0.3462916820309853,0.14729882411046197,0.764438434073358,0.5400405359250252,0.6654752980846053,0.36446454249694094,0.37946384381793075,0.25201038920466207,0.16734806987993153
2020-08-03,0.38500941269260397,0.34474018788386346,0.14363671597366992,0.7629598773315678,0.5430322313919674,0.6677315267626545,0.35439406428580045,0.377695300695939,0.252022754240134,0.15496472113312273
2020-08-04,0.36767699117663644,0.2837179195550286,0.14733877572470827,0.7380237307683533,0.5388287425857491,0.6668056582892896,0.35474398429981635,0.366583212320386,0.24638153621822317,0.155023179996317
2020-08-05,0.36910203174158573,0.28575919612187417,0.1550624450066704,0.7392619379836306,0.5424776045752763,0.6892217363288422,0.3558933911201928,0.3603976558600775,0.2495770264114318,0.16619051793900558
2020-08-06,0.3513106416180567,0.2777967875782203,0.14620200202624256,0.7354861630555803,0.5476797923606507,0.6965312876137748,0.3565233653370133,0.3652680566654699,0.2502836067594796,0.1669545380362133
2020-08-07,0.3535043294490349,0.291013035361581,0.145899222999726,0.7362680184702417,0.5501007563994639,0.6957772005699175,0.3581034055855723,0.35959602960365966,0.26185077934452705,0.16699414217647082
2020-08-10,0.3477671634107941,0.27707786525840117,0.15511869470044262,0.7397346981148102,0.5457033167494236,0.7053009460471275,0.3568671129655961,0.37013605689047785,0.2548271077732821,0.16741469841649326
2020-08-11,0.34649299785085447,0.27195503551691286,0.15609389358665593,0.7374660580640442,0.5422232044568863,0.7026402431752876,0.3645320322616766,0.3615528227271887,0.26228699165984926,0.1793728566947622
2020-08-12,0.3493953918268486,0.2762741915684721,0.15597353396847521,0.73718234491081,0.5951761922123907,0.6992037464731294,0.3591506514215696,0.405225949423888,0.2741477109605152,0.1683498929462263
2020-08-13,0.34974116022408713,0.2777577420918467,0.1604334953079778,0.7385633654477249,0.5961413891679532,0.6968919493281388,0.3715316059060892,0.4092729865499783,0.2607610666494436,0.16464745979961604
2020-08-14,0.35499834482993853,0.2906016829358387,0.16392719806066852,0.7449683394478261,0.6010787736901696,0.6971325888246025,0.3741378013332048,0.41088036128973726,0.2598637146323053,0.16546979886889823
2020-08-17,0.36310600418380173,0.28401120223434906,0.1762340174147806,0.753228055286787,0.6002352910877627,0.6992471679447786,0.3873345216536876,0.41505894955140904,0.24962293802848387,0.18792617611215032
2020-08-18,0.3328349050913577,0.26340464295389193,0.1180316580002426,0.7448448407725159,0.5798954694902566,0.6791485934576771,0.36852914665846964,0.36508625604434886,0.22805839206236722,0.1547818646802057
2020-08-19,0.3610637994013327,0.27158526998238364,0.13464221182796654,0.7617481958555665,0.6000912863439988,0.677932214166476,0.363572124932199,0.37704370454228164,0.2372404332042848,0.15086756285340502
2020-08-20,0.37423904446414985,0.256692809985296,0.14429186157503737,0.7634053645972594,0.6024015675458068,0.6833088203781594,0.36851176952561154,0.36992249014349343,0.2357807276468851,0.15658477186330022
2020-08-21,0.3754675890313795,0.25813717668452424,0.14339244913818788,0.7749634446911066,0.5918045820323757,0.6776029693312423,0.3948610159391451,0.35028240779354813,0.2607794243201768,0.18447698527034606
2020-08-24,0.374092139516901,0.24421292262565028,0.16095178054726025,0.7780339723154928,0.5871209918743132,0.6841376260308168,0.3963574713423305,0.3448842545173129,0.26382002427352974,0.18575281288977477
2020-08-25,0.3821222771999456,0.2412547062813058,0.16061485189177,0.7767147799794408,0.5753392014903261,0.6891711155159155,0.3923253272701629,0.3307004700972396,0.26836506722471726,0.17841438129725404
2020-08-26,0.3596640408241983,0.21446652055812393,0.14348438846903533,0.7774311000287506,0.5489184875695734,0.6852736019809419,0.3850590335278684,0.31018260545831206,0.26715128897138857,0.16725157016909092
2020-08-27,0.3622647137230338,0.21455247526786395,0.14641485721942762,0.7772690229080064,0.5505347055100708,0.6860092530512295,0.385194768418769,0.3102936841443589,0.2673334356650077,0.16758648444266402
2020-08-28,0.37133185077653535,0.21260971851735605,0.15962315508197353,0.7814424928716726,0.5731000267315809,0.6873310325110285,0.3972098155941361,0.3216727104391627,0.26170077750856463,0.17817719748836694
2020-08-31,0.3566743222897057,0.2198734651566708,0.1670117397343728,0.7544478973643891,0.5642958749220671,0.6800166744637259,0.40928171604167835,0.33024034374032474,0.2411491508178707,0.18004461770338895
2020-09-01,0.35466962841083993,0.21237040676028004,0.1703871758155551,0.7541607229874249,0.561959915006909,0.6742393122576478,0.40995166198398114,0.3124794187908542,0.24060386491254385,0.18189905094287104
2020-09-02,0.3668565671929549,0.21845360498090274,0.18367163822404423,0.7534738154424967,0.5576551739437492,0.6655236181741706,0.43264783237685267,0.30401641700659054,0.25185076297693454,0.2044255953437133
2020-09-03,0.3687233740650721,0.2225196447045274,0.19382662752835306,0.7612751635718976,0.5564340432201903,0.6748822501880786,0.43083155184679367,0.3044230100194105,0.24084355662028067,0.18108027815741268
2020-09-04,0.3707506095608961,0.23751255576536834,0.20264092293209748,0.7604775342283968,0.5694593971975681,0.6829975552676123,0.4283658075896192,0.2935211394370622,0.26928591318434286,0.1916794755942211
2020-09-07,0.35219895366218384,0.2372763836113876,0.20176321014526544,0.7534963470399274,0.5932246315257111,0.6955526435690103,0.4175219740000251,0.3162511194634094,0.2781002267286457,0.19716562140470154
2020-09-08,0.341720937000775,0.23797742159608473,0.20713678429597512,0.7583528001841073,0.5936891066390191,0.6893616238319965,0.40160991067997914,0.32296319689459335,0.2751465188707841,0.21032007056674987
2020-09-09,0.31942113191264665,0.22554405665626026,0.18700090720939608,0.7452908092067145,0.5932401814774699,0.68721348286022,0.38676714585933863,0.3245203041177266,0.27065757002677227,0.2027175429067738
2020-09-10,0.3145508979347363,0.2163827185525682,0.17204580026334182,0.7476681375978719,0.5911703911507497,0.68996154262377,0.38679014676468476,0.3084429335233697,0.27026643692133084,0.20629411178776197
2020-09-11,0.3053578479192631,0.19554865997790977,0.16772827128212944,0.7502906470739921,0.594699744577494,0.7090585411549262,0.37067947870585394,0.3176718389841045,0.23413089251163258,0.18742874735977486
2020-09-14,0.30595412621348156,0.2173372536308548,0.16579118612567192,0.7610207802317407,0.6051637091969825,0.7021282747128227,0.3714759886496862,0.33320197993108674,0.22059545569654587,0.1898989578553509
2020-09-15,0.30483599120129345,0.21119721623083657,0.17687230781868682,0.7582576682268287,0.6111331514078671,0.7067641990434382,0.3741974376512679,0.3537859144583867,0.22057875130993043,0.20100580376674793
2020-09-16,0.29874676095079544,0.22290835425486735,0.17730099750553818,0.7548199451686778,0.6263121976934833,0.7118611763212445,0.3560682234277949,0.36138475072073034,0.22712246621189386,0.1940999635355968
2020-09-17,0.3106463791489888,0.23283627134114693,0.188897080922836,0.7550311308432488,0.6130065897196842,0.7246647650234057,0.37476706209761296,0.3508894166800082,0.24241955589329173,0.2120722879349667
2020-09-18,0.3195063112894957,0.2513595900379987,0.22775274498442769,0.764547698858581,0.6159914079365677,0.7254869704588893,0.3815801357180956,0.37123711291116035,0.26496391943340103,0.2517111327899394
2020-09-21,0.32616139261095634,0.25127015724772095,0.22706102775897605,0.7641440577603638,0.6211900986711918,0.7245871355740273,0.38486882002047457,0.369918592878975,0.25489499281556344,0.24754653774655577
2020-09-22,0.32572373501435037,0.25003143829374536,0.21609280083708393,0.7679784019115461,0.6450842625936123,0.721885857088468,0.3840121297477145,0.3832374683314896,0.26307368475729903,0.23783826793921803
2020-09-23,0.31511016833489863,0.2460729361449019,0.23294945266074615,0.7622158431816523,0.6420025075184348,0.7358651147888251,0.37535096991171907,0.3882300103562263,0.2582011236707107,0.25341779900036
2020-09-24,0.31134396195635333,0.25515301961478987,0.24131864517415272,0.763929160858446,0.6659763237856238,0.7500013100857921,0.359046736821177,0.3959249468097932,0.27469222680201355,0.26501317081095466
2020-09-25,0.3246521729574272,0.2782741666580142,0.23549296430338504,0.7456809707012142,0.6659062754774625,0.7518966229480623,0.39143434170267455,0.3993274964991496,0.31647606333978906,0.2667308742660523
2020-09-28,0.23683585436559135,0.22838379775085493,0.22217834170571713,0.6337995387888352,0.6583004874010281,0.7509929289272391,0.33476487951066647,0.3892733561354777,0.28696907332005606,0.25224137818727616
2020-09-29,0.2061320642125872,0.208787654997864,0.16390331563684155,0.6316397766377719,0.6539117563408811,0.7112620451008334,0.3489664809292182,0.3616551087168398,0.2863283743524804,0.25096844172531635
2020-09-30,0.19997524482172085,0.21746858236937913,0.16348953109452669,0.6307635466745325,0.6578250396236406,0.7098235555175901,0.34596662138667555,0.3635305277626733,0.291094752144519,0.2507683305197889
2020-10-09,0.21752986543740915,0.22686277912737052,0.18406439699200738,0.6516075970382853,0.6592888227647847,0.7109974214225409,0.3431165491046188,0.3929399263444955,0.2957672137486817,0.24848003372890015
2020-10-12,0.2856588462039797,0.2314499045956698,0.25453770705281903,0.6129461298227149,0.6507103419181967,0.7216083622255307,0.38505610116379846,0.39381967145923324,0.3094617959264029,0.299305644630391
2020-10-13,0.2911519875828392,0.23479507858729431,0.2525544690284658,0.6149505576990364,0.6249565321882461,0.7387397678422795,0.37466959811535333,0.3982673642088558,0.29613275174479253,0.29600716805220284
2020-10-14,0.28031363266843795,0.21864808002788252,0.23838675530423314,0.6052627722692493,0.6227248175710836,0.737365493734749,0.3723376155802069,0.39643515587759276,0.29807204400390847,0.2931890055347977
2020-10-15,0.2704786749465706,0.19477456925847345,0.30801961218034546,0.5922010718624969,0.6253898511043509,0.7948794906236709,0.37152419603807124,0.48318239058305174,0.27438433892512537,0.38998598566616327
2020-10-16,0.2720811476482272,0.1647315231617611,0.31359332439396603,0.6087059411037813,0.5836514698443321,0.713910933825367,0.24092569904482392,0.39957331799248186,0.18216684854358275,0.2906722682113863
2020-10-19,0.2584068216405557,0.1517984232362472,0.3072884341620413,0.6145195804789754,0.5683546005012705,0.7259810114937267,0.27079866181807316,0.4008578087736746,0.20217558393128945,0.3052701790513018
2020-10-20,0.2765566269293457,0.14595129169109866,0.3115091442531633,0.5832169739318303,0.5722868211269855,0.7105448718818338,0.322693521002735,0.39738662633976707,0.20395306034132554,0.32896381031989175
2020-10-21,0.2934072309047728,0.1276166421551636,0.325795901497501,0.5657990213724572,0.5733684387546285,0.6974702296902784,0.3379097085895062,0.41503025069857613,0.20992281007789296,0.3614114308481547
2020-10-22,0.30202865618891,0.13868341186244457,0.3299738232324256,0.5611430743834123,0.5712262407889833,0.6972922566361798,0.3512100913131546,0.4149225596545829,0.22843796099451838,0.3692270346619624
2020-10-23,0.30391482725277874,0.14336503876245218,0.3394944640768508,0.5427935693352182,0.5736444427353372,0.7029498885328561,0.36539618609964303,0.41890786579125444,0.2387343144318795,0.3873270225048142
2020-10-26,0.2589490190777545,0.05161583826863057,0.2454578195515661,0.5197015918236386,0.43410866547026916,0.5333921143002193,0.3087818747865618,0.32903974743126296,0.17193563005128218,0.32188747204694074
2020-10-27,0.28402302743533603,0.04690228561663382,0.25371130612161535,0.5189937435033646,0.4436902733591929,0.5256651035395302,0.2967897201339743,0.333333580318894,0.17328212257583095,0.32079866964211695
2020-10-28,0.24949475618677067,0.017560412654303737,0.22914818560081607,0.52353497437317,0.4178050426406555,0.5879588371401024,0.26762594996741307,0.3889553047449911,0.15476689424710807,0.2884228464189319
2020-10-29,0.24910787817535215,0.00365126438601246,0.2193796184575673,0.5209232729997693,0.412523058057321,0.5885746136037466,0.2613531991305751,0.37810939295686097,0.15640417485209174,0.2867966057407132
2020-10-30,0.2601074845510581,0.02099686100204855,0.2269062176284551,0.4954528829781136,0.40936363022561967,0.5870530369298723,0.269018809141779,0.41256054205358667,0.11008590011216164,0.25123681443176205
2020-11-02,0.2615520225101705,0.025080173704779978,0.23190997912084044,0.5029151920592858,0.41566431316015456,0.5875559707788238,0.26994292697682426,0.429221538390564,0.13224309780193813,0.24844885443716744
2020-11-03,0.278133516492141,0.029502618988722508,0.24959798894718496,0.5114609312387598,0.4210929580507625,0.5904935076538032,0.29210314583891805,0.4395259857836153,0.12660856534770984,0.2806514524439789
2020-11-04,0.2868660654948683,0.11829261619075804,0.22645264689410682,0.5648700264743908,0.427814672121347,0.5918576576156819,0.29069920418051237,0.4584465924695967,0.14634097230623258,0.27609584212272553
2020-11-05,0.2788355923762896,0.11510185845599157,0.20944688604405928,0.5546665384406445,0.4295992524965287,0.5992096824896238,0.2953392390040758,0.461741636041059,0.1481692332540294,0.2713220110482408
2020-11-06,0.31808282484734596,0.12456663730566403,0.25360067235634853,0.49687395137387175,0.41461842576343105,0.5943553034646983,0.2202664797804073,0.43312431751613384,0.14867875636358815,0.1506226831218849
2020-11-09,0.3258478717175356,0.10400532798848008,0.26149039235899874,0.4915934604020714,0.41418052971144176,0.5931126632913328,0.21846723101920448,0.4521833412172225,0.13069909928806425,0.15511704242240326
2020-11-10,0.3242947576189083,0.0961951699629759,0.2441781121080533,0.47711457344139635,0.41402743674005915,0.5874616394034258,0.21758838589782173,0.4616427912994129,0.145504410045208,0.165499159712208
2020-11-11,0.3117683991735049,0.0857085790570505,0.21361700632667427,0.494339407839998,0.42113262467843254,0.5901334967657347,0.2154491481072364,0.4791832678673307,0.13281753124934603,0.16156211588280198
2020-11-12,0.31030583277125173,0.07763863866936031,0.21088257961370074,0.5115132428520799,0.4331195960427709,0.5849636390755579,0.22026248580513944,0.5033857487003977,0.11716042199031734,0.16786904019865956
2020-11-13,0.3406278934569861,0.08762759651413121,0.21700678963966172,0.5294146591421935,0.4483320769839039,0.598781412719567,0.24428748294150626,0.5037092703632378,0.1308504646246255,0.18002677475112852
2020-11-16,0.33380958848885195,0.049480242694283846,0.21110197005753753,0.5304077625083027,0.38383503512748735,0.5940661954277875,0.25706383355954077,0.4756136751467699,0.06968731655237548,0.17811361806231657
2020-11-17,0.2964774669070004,0.05649353595630992,0.18327360443017404,0.501805350910908,0.38111646984279196,0.5831802538760307,0.22933855759394375,0.47906497401392456,0.07036032786783743,0.1487657908074813
2020-11-18,0.2787359023468981,0.03640066849030609,0.22286402047778972,0.487431064714156,0.3982656119810876,0.5606038526064517,0.2338217203154867,0.5091677013975925,0.07684855975477127,0.14104309866484077
2020-11-19,0.26750381498119963,0.007211926091225508,0.21697079919106163,0.48036291218766175,0.3792490905334292,0.5630217357769819,0.20784701665639427,0.5047712734295302,0.06932584398384485,0.12545036410876867
2020-11-20,0.24859045196492582,0.028090561633677173,0.20176252277137463,0.4695511811621435,0.39625944744623925,0.557744092031315,0.19562215145619438,0.5181753500612678,0.08182235650439547,0.11365050399578995
2020-11-23,0.24689647296575842,0.020062023576659763,0.1973355467531715,0.4540859751754899,0.3552176048957576,0.49869191050570416,0.2964957902488618,0.5281081073220745,0.07147017280946735,0.0784118261576528
2020-11-24,0.27021563568843543,0.06293729572872214,0.18592539605945507,0.45821415116438624,0.35060175866737103,0.47044544621607076,0.29303901923456876,0.5247189655737423,0.060228663048011125,0.0730658858046956
2020-11-25,0.28796624489338546,0.05980306883287522,0.1990191551968645,0.45899885074548774,0.3619863665210942,0.4654503407997137,0.3122323482105385,0.5478760213373266,0.04914964939064288,0.09468672884303292
2020-11-26,0.29153759612121155,0.038679141599201425,0.20745165794184525,0.45803908589218373,0.35963309346840017,0.46644646450906546,0.3150165040985166,0.5596918387014075,0.002037179060399587,0.10643232647829931
2020-11-27,0.29506832101934466,0.06362006220595395,0.21600844755532905,0.46540696614948424,0.35550549660100833,0.46604707396886763,0.3150335227502169,0.5695881948583218,0.03378316763324883,0.12125289846597884
2020-11-30,0.2921057796276753,0.05100906241519534,0.2009071310020249,0.36422878892133503,0.3513093839059911,0.46188823127819034,0.2798795670404264,0.5670592386494513,0.01988985953047437,0.08668740165880383
2020-12-01,0.3473658858444127,0.07140908305456181,0.24688106060723564,0.3932420935637076,0.3744480307823279,0.4828660416015866,0.26481460185578143,0.5729143764230492,0.03504629625732735,0.09793536081594047
2020-12-02,0.3562242977849312,0.08183133330213892,0.2414077882929814,0.39604927963765685,0.36444289135820873,0.4915833140430185,0.26873761284211584,0.5975131911625304,0.033193106565183476,0.09488580009767947
2020-12-03,0.3484068588948049,0.08706034711652814,0.21739967906319266,0.38097293789532005,0.3638411200478685,0.4927342115974254,0.20544578194618737,0.5693254951796988,0.046946100794882956,-0.03508120491251062
2020-12-04,0.3046640078252728,0.05925484371837563,0.1944941304278451,0.3975158791883723,0.37803727219944616,0.5067420366706717,0.17610475033886697,0.5877930207198759,0.04370629740090875,-0.05253784656533903
2020-12-07,0.26509681634515875,0.035537282508622973,0.21553696368430755,0.43479567456255813,0.37903210380849284,0.4809856266548869,0.15417503159562537,0.570635904744101,0.027672038074052364,-0.0182848259604377
